_id,term,frequency,kb_id,type
67118a0aa620e436ef12cbe1,#42 no,3,,MONEY
67118a0aa620e436ef12ccb8,135.01,3,,MONEY
67118a0aa620e436ef12cd00,"500,000",3,,MONEY
67118a0aa620e436ef12cd19,1137,6,,MONEY
67118a0aa620e436ef12cd2a,524,3,,MONEY
67118a0aa620e436ef12cd2f,705155,3,,MONEY
67118a0aa620e436ef12cdd1,approximately $240.00,3,,MONEY
67118a0aa620e436ef12cddd,115.56,3,,MONEY
67118a0aa620e436ef12cdea,16.18,3,,MONEY
67118a0aa620e436ef12cdeb,18.15,6,,MONEY
67118a0aa620e436ef12cdec,19.10,12,,MONEY
67118a0aa620e436ef12cded,18.20,9,,MONEY
67118a0aa620e436ef12cdee,18.19,3,,MONEY
67118a0aa620e436ef12cdef,21.39,3,,MONEY
67118a0aa620e436ef12cdf0,19.49,3,,MONEY
67118a0aa620e436ef12cdf1,20.34,3,,MONEY
67118a0aa620e436ef12cdf2,12.09,3,,MONEY
67118a0aa620e436ef12cdf3,21.46,3,,MONEY
67118a0aa620e436ef12cdf8,13.77,12,,MONEY
67118a0aa620e436ef12cdf9,12.26,3,,MONEY
67118a0aa620e436ef12cdfa,25.03,3,,MONEY
67118a0aa620e436ef12cdfb,115.54,3,,MONEY
67118a0aa620e436ef12cdfc,16.41,3,,MONEY
67118a0aa620e436ef12cdfe,18.49,3,,MONEY
67118a0aa620e436ef12ce00,21.77,3,,MONEY
67118a0aa620e436ef12ce7a,3.75,207,,MONEY
67118a0aa620e436ef12cea4,550.00,6,,MONEY
67118a0aa620e436ef12cec7,4.48.12,3,,MONEY
67118a0aa620e436ef12cec9,252.37,3,,MONEY
67118a0aa620e436ef12cecf,258.00              ,3,,MONEY
67118a0aa620e436ef12cf01,154.62,3,,MONEY
67118a0aa620e436ef12cfdb,7.0,6,,MONEY
67118a0aa620e436ef12d01b,479,3,,MONEY
67118a0aa620e436ef12d024,180,3,,MONEY
67118a0aa620e436ef12d026,1482,3,,MONEY
67118a0aa620e436ef12d0c8,n11-9,3,,MONEY
67118a0aa620e436ef12d0d4,49320,3,,MONEY
67118a0aa620e436ef12d0e2,2088399,3,,MONEY
67118a0aa620e436ef12d100,85,54,,MONEY
67118a0aa620e436ef12d12f,410963,3,,MONEY
67118a0aa620e436ef12d13a,47,66,,MONEY
