_id,term,frequency,kb_id,type
67118a17a620e436ef135218,"laborer
10-18-56",3,,LOC
67118a17a620e436ef13521a,"laborer
5-",6,,LOC
67118a17a620e436ef135250,hayward,15,,LOC
67118a18a620e436ef1352ad,"laborer
job",3,,LOC
67118a18a620e436ef135399,tedp left,21,,LOC
67118a18a620e436ef1353d2,raily black,3,,LOC
67118a18a620e436ef135447,baggageman - west end baltimore division,3,,LOC
67118a18a620e436ef135483,r70,6,,LOC
67118a18a620e436ef1354ec,south end ivorydale yard,3,,LOC
67118a18a620e436ef135519,"phillip
middle

reed",3,,LOC
67118a18a620e436ef1355a2,port huron shunt,3,,LOC
67118a18a620e436ef1355d6,the east end-cumberland division,3,,LOC
67118a18a620e436ef1356e8,laborer        ,30,,LOC
67118a18a620e436ef135738,helper buffalo resg'd,3,,LOC
67118a18a620e436ef135927,jessamf,3,,LOC
67118a18a620e436ef135939,new height,3,,LOC
67118a18a620e436ef135988,west end effective,6,,LOC
67118a18a620e436ef13598b,mt. airy jct,6,,LOC
67118a18a620e436ef1359f1,mount pleasan  ,3,,LOC
67118a18a620e436ef135a41,distrbr mtl,3,,LOC
67118a18a620e436ef135a72,crpt,3,,LOC
67118a18a620e436ef135b8d,transportes,3,,LOC
67118a18a620e436ef135bd2,balto mt r20775-resgd,3,,LOC
67118a18a620e436ef135c76,helper lorain,3,,LOC
67118a18a620e436ef135d6c,rl0b reft,3,,LOC
67118a18a620e436ef135e33,sta helper mt. vernon,3,,LOC
67118a18a620e436ef135e8f,western signal,3,,LOC
67118a18a620e436ef135ef6,bay mr,3,,LOC
67118a18a620e436ef135f2f,deforest jct.,9,,LOC
67118a18a620e436ef135fc0,orient transfer,3,,LOC
67118a18a620e436ef136031,laborer reclamation plant,3,,LOC
67118a18a620e436ef13619e,eden,9,,LOC
67118a18a620e436ef1361fa,"laborer
cumberland",3,,LOC
67118a18a620e436ef13620b,"lavelle
middle
",3,,LOC
67118a18a620e436ef13622a,luneoln park,3,,LOC
67118a18a620e436ef136278,lake park,3,,LOC
67118a19a620e436ef1362c3,coal bay,3,,LOC
67118a19a620e436ef1362c7,"medina
medina",3,,LOC
67118a19a620e436ef1362ea,mt.lake park,3,,LOC
67118a19a620e436ef136317,extr west,3,,LOC
67118a19a620e436ef136416,helper town bkrk,3,,LOC
67118a19a620e436ef136421,"curtis bay
riverside",3,,LOC
67118a19a620e436ef1364a6,n.w. region frt,3,,LOC
